source_dataset,source_split,sample_id,label_source,text,audio_path,image_path,depression,anxiety,stress,sleep_disorder,burnout,loneliness,substance_abuse
RAVDESS,full,ravdess-03-01-06-02-01-02-22,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 02 actor 22,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_22\03-01-06-02-01-02-22.wav,,0.32,0.97,0.85,0.6,0.27,0.12,0.66
MELD,train,meld-train-dia456-utt9,meld_emotion_sentiment_keyword_proxy,Yeah but when he proposed to me with the ring I got goose bumps.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia94-utt6,meld_emotion_sentiment_keyword_proxy,If you’re gonna get all sensitive about it!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia1008-utt2,meld_emotion_sentiment_keyword_proxy,"You know, it's a really funny story how this happened.",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia714-utt5,meld_emotion_sentiment_keyword_proxy,"See I-I wrote a book up there and instead of reading it people are-are-are well, rolling around in front of it.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-02-01-06-01-02-01-02,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 02,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-06-01-02-01-02.jpg,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia177-utt3,meld_emotion_sentiment_keyword_proxy,Oh no. Could I get anyone a coffee or…poison? No? Just for me? Okay.,,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
RAVDESS,full,ravdess-03-01-07-02-01-01-09,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 09,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_09\03-01-07-02-01-01-09.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia416-utt0,meld_emotion_sentiment_keyword_proxy,"I mean, this is unbelievable.",,,0.06,0.37,0.3,0.08,0.08,0.03,0.01
MELD,train,meld-train-dia26-utt0,meld_emotion_sentiment_keyword_proxy,"Oh God, this is so nerve wracking! How-how do you do this?",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia604-utt10,meld_emotion_sentiment_keyword_proxy,"Listen, can you promise me that you won’t tell her though?",,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
RAVDESS,full,ravdess-03-01-07-01-02-02-23,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 02 actor 23,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_23\03-01-07-01-02-02-23.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia1018-utt15,meld_emotion_sentiment_keyword_proxy,"""No we weren’t!""",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia468-utt1,meld_emotion_sentiment_keyword_proxy,You ordered a stripper for the shower?! That is totally inappropriate!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia217-utt6,meld_emotion_sentiment_keyword_proxy,"But we-we didn’t have…sex-uh, did we?",,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,train,meld-train-dia123-utt4,meld_emotion_sentiment_keyword_proxy,It's not funny!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-02-01-06-01-01-01-01,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 01,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-06-01-01-01-01.jpg,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia649-utt10,meld_emotion_sentiment_keyword_proxy,"Although, I have a hint of morning sickness, and I’m wearing underwear that goes up to about……there.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,dev,meld-dev-dia19-utt6,meld_emotion_sentiment_keyword_proxy,"No no no, believe me.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-02-01-07-01-02-01-04,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 01 actor 04,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-07-01-02-01-04.jpg,0.22,0.28,0.54,0.18,0.4,0.1,0.5
RAVDESS,full,ravdess-02-01-06-02-02-01-04,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 04,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-06-02-02-01-04.jpg,0.32,0.97,0.85,0.6,0.27,0.12,0.66
RAVDESS,full,ravdess-03-01-06-01-02-01-14,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 14,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_14\03-01-06-01-02-01-14.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia265-utt2,meld_emotion_sentiment_keyword_proxy,"Oh, what are you, stupid? It’s been three hours.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia952-utt1,meld_emotion_sentiment_keyword_proxy,It really was.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia163-utt3,meld_emotion_sentiment_keyword_proxy,Yeah! Richard!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia61-utt5,meld_emotion_sentiment_keyword_proxy,"No. No, not at all, that’s-that’s ridiculous.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,test,meld-test-dia65-utt6,meld_emotion_sentiment_keyword_proxy,It’s Clint. It’s Clint!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-07-02-02-02-14,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 02 actor 14,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_14\03-01-07-02-02-02-14.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,test,meld-test-dia128-utt5,meld_emotion_sentiment_keyword_proxy,Yes! It’s flown into your blouse and you’d better undo your buttons lest it sting you!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-01-01-06-01-01-02-02,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 02 actor 02,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-06-01-01-02-02.jpg,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,test,meld-test-dia259-utt13,meld_emotion_sentiment_keyword_proxy,The joke sucks!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia555-utt2,meld_emotion_sentiment_keyword_proxy,You suck!!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia802-utt1,meld_emotion_sentiment_keyword_proxy,Oh my God! I do love you! How did you do it?!,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,test,meld-test-dia95-utt4,meld_emotion_sentiment_keyword_proxy,Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia169-utt3,meld_emotion_sentiment_keyword_proxy,"Hey lady, your day’s over! It’s my turn!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-06-02-01-02-01,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 02 actor 01,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_01\03-01-06-02-01-02-01.wav,,0.32,0.97,0.85,0.6,0.27,0.12,0.66
MELD,train,meld-train-dia170-utt10,meld_emotion_sentiment_keyword_proxy,I’m such a jerk.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia933-utt12,meld_emotion_sentiment_keyword_proxy,"Joey, honey, I don’t think you’re supposed to go back there.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia105-utt2,meld_emotion_sentiment_keyword_proxy,"Listen, the number that you gave me 853-5…   That is their old number!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia104-utt4,meld_emotion_sentiment_keyword_proxy,Look!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia525-utt4,meld_emotion_sentiment_keyword_proxy,Shut up!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia22-utt8,meld_emotion_sentiment_keyword_proxy,"Because of the weekend, we had a fight.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,test,meld-test-dia155-utt8,meld_emotion_sentiment_keyword_proxy,No. A break from us.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia854-utt2,meld_emotion_sentiment_keyword_proxy,But what?! You figured you’d get what you wanted and then dump her like you dumped Rachel!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia54-utt3,meld_emotion_sentiment_keyword_proxy,"Joey, I am scared to death about this.",,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,train,meld-train-dia64-utt9,meld_emotion_sentiment_keyword_proxy,What?! No! It was my idea!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia41-utt9,meld_emotion_sentiment_keyword_proxy,Wait!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-06-02-01-01-22,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 22,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_22\03-01-06-02-01-01-22.wav,,0.32,0.97,0.85,0.6,0.27,0.12,0.66
MELD,train,meld-train-dia961-utt5,meld_emotion_sentiment_keyword_proxy,What?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-05-02-02-01-15,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 02 repetition 01 actor 15,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_15\03-01-05-02-02-01-15.wav,,0.26,0.45,0.89,0.34,0.69,0.12,0.76
MELD,train,meld-train-dia504-utt12,meld_emotion_sentiment_keyword_proxy,Are you afraid you’re gonna run out?!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia1030-utt4,meld_emotion_sentiment_keyword_proxy,"Just you keep it, listen did you, did you tell anyone about us?",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,test,meld-test-dia112-utt6,meld_emotion_sentiment_keyword_proxy,The universe said I was going to meet a nice guy and that’s what they gave me?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia869-utt13,meld_emotion_sentiment_keyword_proxy,"And he'll be all, 'Yes!'",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia438-utt2,meld_emotion_sentiment_keyword_proxy,"Well, I just wanted to see where you lived. Now, give me the tour.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-03-01-06-01-02-01-12,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 12,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_12\03-01-06-01-02-01-12.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia9-utt6,meld_emotion_sentiment_keyword_proxy,"So, are we gonna get together or what?",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia1036-utt2,meld_emotion_sentiment_keyword_proxy,Wh-what?! Why?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia51-utt8,meld_emotion_sentiment_keyword_proxy,"Yeah, well you never have the time. I mean, I don’t feel like I even have a girlfriend anymore, Rachel.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia184-utt9,meld_emotion_sentiment_keyword_proxy,Really?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia813-utt1,meld_emotion_sentiment_keyword_proxy,Oh my God! Look at this!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia770-utt1,meld_emotion_sentiment_keyword_proxy,"Look, these clowns are trying to take us for a ride and I'm not gonna let 'em!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia156-utt3,meld_emotion_sentiment_keyword_proxy,Oh uh well tomorrow’s no good for her either.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia682-utt10,meld_emotion_sentiment_keyword_proxy,"No, this is pretty much it.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia245-utt11,meld_emotion_sentiment_keyword_proxy,"No, a guy would be saying, ""I’m never gonna get to sleep with anyone else.""",,,0.3,0.38,0.66,0.63,0.49,0.17,0.33
MELD,train,meld-train-dia109-utt3,meld_emotion_sentiment_keyword_proxy,"Ha-ha, it’s not my baby, ha-ha-ha!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia34-utt7,meld_emotion_sentiment_keyword_proxy,"Uh, this is too weird.",,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,train,meld-train-dia532-utt13,meld_emotion_sentiment_keyword_proxy,Huh. Interesting. Now there are obstacles. Hot nanny and me against    the world. This is the kind of stuff great novels are made of.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-01-01-03-02-01-02-01,ravdess_emotion_intensity_proxy,RAVDESS happy speech clip statement 01 repetition 02 actor 01,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-03-02-01-02-01.jpg,0.04,0.09,0.1,0.16,0.09,0.03,0.29
MELD,train,meld-train-dia54-utt7,meld_emotion_sentiment_keyword_proxy,"Look, Rachel’s told me how much easier you’ve made all this on her. Why can’t you do that for me?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia175-utt12,meld_emotion_sentiment_keyword_proxy,Those contracts absolutely had to go out today!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia441-utt1,meld_emotion_sentiment_keyword_proxy,I am so sorry I spilled wine all over your shirt.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.8
MELD,dev,meld-dev-dia88-utt4,meld_emotion_sentiment_keyword_proxy,Okay—Oop! Too late! I’m leaving! Come on Chandler let’s go!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia134-utt3,meld_emotion_sentiment_keyword_proxy,"Stupid, useless Canadian money!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia539-utt6,meld_emotion_sentiment_keyword_proxy,So hot I cried myself to sleep last night.,,,0.88,0.4,0.48,0.95,0.43,0.77,0.25
MELD,train,meld-train-dia83-utt2,meld_emotion_sentiment_keyword_proxy,Who in the hell are you?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-07-02-01-01-02,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 02,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_02\03-01-07-02-01-01-02.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,test,meld-test-dia41-utt1,meld_emotion_sentiment_keyword_proxy,"Oh yeah, that was great. Thanks to you, the hottest cocktail waitress there is quitting to teach the third grade!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia554-utt0,meld_emotion_sentiment_keyword_proxy,Why aren’t you home yet?!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia1025-utt10,meld_emotion_sentiment_keyword_proxy,"I don’t wanna make any mistakes, alright?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia585-utt6,meld_emotion_sentiment_keyword_proxy,Thanks.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia279-utt11,meld_emotion_sentiment_keyword_proxy,"Oh Maria. You can’t say no to her, she’s like this lycra spandex covered gym…treat.",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia1023-utt6,meld_emotion_sentiment_keyword_proxy,You can not play bagpipes at the wedding!!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia556-utt4,meld_emotion_sentiment_keyword_proxy,Oh what then? Kick me?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-02-01-04-01-02-02-03,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 02 repetition 02 actor 03,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-04-01-02-02-03.jpg,0.8,0.28,0.34,0.52,0.34,0.7,0.08
MELD,train,meld-train-dia1003-utt7,meld_emotion_sentiment_keyword_proxy,"Okay, here’s your penis!",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,test,meld-test-dia150-utt1,meld_emotion_sentiment_keyword_proxy,I don’t care!  I don’t care!!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia388-utt5,meld_emotion_sentiment_keyword_proxy,I highly doubt that.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia714-utt4,meld_emotion_sentiment_keyword_proxy,"Hi, I was wondering if it is possible to increase security in the Paleontology section?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia466-utt12,meld_emotion_sentiment_keyword_proxy,"Yes', how about. C'mere. Gimme!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia596-utt21,meld_emotion_sentiment_keyword_proxy,Hey! It’s Porsche!!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia457-utt8,meld_emotion_sentiment_keyword_proxy,You would've liked it.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia655-utt8,meld_emotion_sentiment_keyword_proxy,"Just hearing you describe it as forbidden, it’s really hot.",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,test,meld-test-dia104-utt1,meld_emotion_sentiment_keyword_proxy,No!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia1027-utt5,meld_emotion_sentiment_keyword_proxy,"Well, lots of people! Look, are you coming to memorial service or not?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia5-utt5,meld_emotion_sentiment_keyword_proxy,"So uh, what are you in for?",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia766-utt5,meld_emotion_sentiment_keyword_proxy,You did!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia743-utt0,meld_emotion_sentiment_keyword_proxy,Count in our heads as-as good,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia651-utt2,meld_emotion_sentiment_keyword_proxy,He didn't get the goggles!,,,0.06,0.37,0.3,0.08,0.08,0.03,0.01
MELD,train,meld-train-dia855-utt1,meld_emotion_sentiment_keyword_proxy,"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia168-utt12,meld_emotion_sentiment_keyword_proxy,"Wait, you guys think I stole some ring?",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia255-utt0,meld_emotion_sentiment_keyword_proxy,"What we did was wrong. Oh god, I just had sex with somebody that wasn't alive during the Bicentennial.",,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,train,meld-train-dia236-utt11,meld_emotion_sentiment_keyword_proxy,"All right, look, if you insist on wearing that, in public, y’know, you’re gonna spend the rest of the afternoon all by yourself.",,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,train,meld-train-dia961-utt6,meld_emotion_sentiment_keyword_proxy,"I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in…  Actually, thanks!",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
RAVDESS,full,ravdess-03-01-05-02-01-01-16,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 01 repetition 01 actor 16,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_16\03-01-05-02-01-01-16.wav,,0.26,0.45,0.89,0.34,0.69,0.12,0.76
MELD,train,meld-train-dia16-utt2,meld_emotion_sentiment_keyword_proxy,Oy!!,,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,train,meld-train-dia486-utt13,meld_emotion_sentiment_keyword_proxy,Now I gotta be careful?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia109-utt2,meld_emotion_sentiment_keyword_proxy,"By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia530-utt9,meld_emotion_sentiment_keyword_proxy,All right?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia98-utt5,meld_emotion_sentiment_keyword_proxy,Who am I gonna meet in a blackout?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia853-utt5,meld_emotion_sentiment_keyword_proxy,"Well, I would love to but…the bike got stolen and the police have no suspects.",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
RAVDESS,full,ravdess-02-01-05-01-01-02-01,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 01 repetition 02 actor 01,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-05-01-01-02-01.jpg,0.26,0.4,0.84,0.22,0.64,0.12,0.5
MELD,train,meld-train-dia661-utt0,meld_emotion_sentiment_keyword_proxy,"Will you pick one, just pick one! Here, how about that one?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia423-utt9,meld_emotion_sentiment_keyword_proxy,"Oh, just had a baby.",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia236-utt15,meld_emotion_sentiment_keyword_proxy,"Okay, wait. All right, that’s it, okay, I’m out of here. I am not going to be embarrassed anymore!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia66-utt8,meld_emotion_sentiment_keyword_proxy,"Aw, honey it’s not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don’t see that happening.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,test,meld-test-dia196-utt5,meld_emotion_sentiment_keyword_proxy,"So-so if anyone has-has a better suggestion, let's hear it!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia599-utt4,meld_emotion_sentiment_keyword_proxy,Did you eat all the neighbor candy?!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia969-utt0,meld_emotion_sentiment_keyword_proxy,Yeah!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia496-utt2,meld_emotion_sentiment_keyword_proxy,"I don’t know, I’m sorry, I always slept in the back when we drove up here.",,,0.88,0.4,0.48,0.95,0.43,0.77,0.25
MELD,dev,meld-dev-dia36-utt0,meld_emotion_sentiment_keyword_proxy,Easy. Easy. You have to go to the hospital. Okay?,,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
RAVDESS,full,ravdess-03-01-05-02-02-01-19,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 02 repetition 01 actor 19,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_19\03-01-05-02-02-01-19.wav,,0.26,0.45,0.89,0.34,0.69,0.12,0.76
RAVDESS,full,ravdess-03-01-01-01-01-01-14,ravdess_emotion_intensity_proxy,RAVDESS neutral speech clip statement 01 repetition 01 actor 14,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_14\03-01-01-01-01-01-14.wav,,0.12,0.1,0.1,0.08,0.08,0.08,0.04
RAVDESS,full,ravdess-01-01-06-02-01-01-02,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 02,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-06-02-01-01-02.jpg,0.32,0.97,0.85,0.6,0.27,0.12,0.66
RAVDESS,full,ravdess-03-01-06-02-02-01-13,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 01 actor 13,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_13\03-01-06-02-02-01-13.wav,,0.32,0.97,0.85,0.6,0.27,0.12,0.66
MELD,train,meld-train-dia668-utt1,meld_emotion_sentiment_keyword_proxy,"Okay, one thing at a time.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,dev,meld-dev-dia55-utt0,meld_emotion_sentiment_keyword_proxy,I’m sorry.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia1025-utt2,meld_emotion_sentiment_keyword_proxy,"Monica, leave him alone",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-04-02-01-01-06,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 01 repetition 01 actor 06,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_06\03-01-04-02-01-01-06.wav,,0.8,0.33,0.39,0.64,0.39,0.7,0.34
MELD,test,meld-test-dia1-utt4,meld_emotion_sentiment_keyword_proxy,"Let's get that ball and really move, hey, hey, ho, ho.",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia89-utt15,meld_emotion_sentiment_keyword_proxy,"And somewhere along the way, one of them is gonna realise what they’ve done and they’re call the whole thing off.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia706-utt6,meld_emotion_sentiment_keyword_proxy,Ah! Ahh!! Ahh!!,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia178-utt0,meld_emotion_sentiment_keyword_proxy,‘Kay!,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
RAVDESS,full,ravdess-03-01-06-02-01-02-21,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 02 actor 21,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_21\03-01-06-02-01-02-21.wav,,0.32,0.97,0.85,0.6,0.27,0.12,0.66
MELD,train,meld-train-dia810-utt5,meld_emotion_sentiment_keyword_proxy,Can you tell me who is there please?,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
